CUSTOM_ACTIVITY_ID,CUSTOM_ACTIVITY_NAME
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2r9Ge5rnHH7YqWzJecBbHg,Referral Ask
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_2nUbKYaRQAH95TSqfFWvRQ,Refund Decision
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_1Bj6EF9JEfT7CYg1AtaWXP,Setter Hand Off Notes
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
actitype_0ZlhS1aVvF1FkXVbnKW06d,Slack User Removal
